Ind_ID,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Family_Members,Label,Age,Employed_Years,Age_Category
5058286,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,40,9.4,Adult
5112870,M,Y,Y,1,360000.0,Working,Secondary Education,Married,Apartment,3,Approved,57,8.03,Adult
5061253,F,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,25,4.79,Young
5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,47,1.55,Adult
5146296,F,N,N,0,67500.0,Working,Secondary Education,Married,Apartment,2,Approved,49,10.68,Adult
5033966,F,N,Y,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,41,8.64,Adult
5065571,M,Y,Y,0,270000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,49,4.21,Adult
5035866,F,N,Y,0,247500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,48,3.35,Adult
5088501,M,Y,Y,0,72000.0,Working,Higher education,Married,Apartment,2,Approved,59,1.69,Adult
5028990,F,N,N,2,81000.0,Working,Lower secondary,Single,Apartment,3,Approved,42,6.39,Adult
5023209,F,N,N,1,135000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,39,0.64,Young
5142860,F,N,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,38,5.12,Young
5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,Apartment,3,Approved,46,9.62,Adult
5044940,M,N,Y,2,360000.0,State servant,Higher education,Married,Apartment,4,Approved,43,15.44,Adult
5048610,F,N,Y,0,315000.0,Working,Secondary Education,Single,Apartment,1,Approved,41,9.01,Adult
5069199,F,Y,Y,1,225000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,37,8.89,Young
5033496,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,3,Approved,27,1.22,Young
5132752,M,N,Y,0,90000.0,Working,Secondary Education,Single,Apartment,1,Approved,28,0.62,Young
5036958,M,Y,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,32,5.26,Young
5117022,M,Y,Y,2,225000.0,Working,Secondary Education,Married,Apartment,4,Approved,34,0.76,Young
5143362,F,N,Y,0,126000.0,Working,Secondary Education,Married,Apartment,2,Approved,62,6.12,Senior
5137163,F,N,N,0,211500.0,Working,Secondary Education,Married,Apartment,2,Approved,47,4.55,Adult
5054064,M,N,N,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,44,3.99,Adult
5051187,M,Y,N,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,33,2.45,Young
5116714,F,N,N,0,135000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,52,1.83,Adult
5045069,F,N,N,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,28,6.93,Young
5066879,M,Y,Y,0,270000.0,Working,Secondary Education,Single,Apartment,1,Approved,37,4.26,Young
5047787,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,28,2.68,Young
5023692,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,41,9.14,Adult
5028907,F,N,N,0,67500.0,Working,Secondary Education,Married,Apartment,2,Approved,27,5.14,Young
5113861,M,N,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,28,3.45,Young
5009301,F,N,N,0,193500.0,Working,Secondary Education,Single,Apartment,1,Approved,44,5.11,Adult
5135705,F,N,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,30,4.3,Young
5023616,M,Y,Y,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,48,0.64,Adult
5028468,F,Y,Y,2,135000.0,Working,Secondary Education,Married,Apartment,4,Approved,33,0.73,Young
5125775,F,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,63,1.28,Senior
5051156,M,N,N,1,247500.0,Working,Higher education,Single,Apartment,2,Approved,37,5.12,Young
5143046,M,Y,N,2,360000.0,Working,Secondary Education,Married,Apartment,4,Approved,43,6.95,Adult
5114060,M,Y,N,1,193500.0,Working,Higher education,Married,Apartment,3,Approved,49,10.95,Adult
5113171,F,Y,Y,1,67500.0,Working,Secondary Education,Married,Apartment,3,Approved,31,4.59,Young
5078805,F,N,Y,0,306000.0,Working,Secondary Education,Married,Apartment,2,Approved,51,8.15,Adult
5022789,F,N,N,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,33,0.51,Young
5028302,M,Y,Y,0,360000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,54,1.31,Adult
5146558,M,N,Y,2,157500.0,Working,Secondary Education,Married,Apartment,4,Approved,41,3.93,Adult
5022449,F,N,N,0,315000.0,Working,Secondary Education,Single,Apartment,1,Approved,48,5.42,Adult
5044818,F,N,Y,0,135000.0,Working,Higher education,Single,Apartment,1,Approved,24,3.1,Young
5041367,F,N,N,0,180000.0,State servant,Secondary Education,Married,Apartment,2,Approved,28,8.17,Young
5058271,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,53,11.74,Adult
5047929,M,Y,N,0,292500.0,Working,Secondary Education,Single,Apartment,1,Approved,38,4.18,Young
5054228,F,N,N,2,180000.0,Working,Secondary Education,Married,Apartment,4,Approved,31,0.24,Young
5088433,F,N,Y,0,225000.0,Working,Secondary Education,Single,Apartment,1,Approved,48,4.95,Adult
5009567,M,Y,N,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,41,8.61,Adult
5148915,M,Y,N,2,225000.0,Commercial associate,Secondary Education,Married,Apartment,4,Approved,40,10.54,Adult
5053646,M,N,N,0,360000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,55,4.99,Adult
5118472,M,N,N,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,27,4.51,Young
5111178,F,N,Y,2,54000.0,Working,Higher education,Married,Apartment,4,Approved,30,12.48,Young
5065808,F,N,N,1,76500.0,Working,Higher education,Married,Apartment,3,Approved,43,2.15,Adult
5091771,M,N,Y,0,247500.0,Working,Secondary Education,Married,Apartment,2,Approved,47,6.46,Adult
5010010,F,N,Y,1,112500.0,State servant,Secondary Education,Married,Apartment,3,Approved,29,9.77,Young
5096729,M,Y,N,0,135000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,29,6.43,Young
5092021,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,36,2.13,Young
5046083,F,Y,Y,0,99000.0,Working,Secondary Education,Married,Apartment,2,Approved,57,6.29,Adult
5142953,M,N,N,1,202500.0,Working,Secondary Education,Single,Apartment,2,Approved,22,2.03,Young
5061135,F,N,Y,2,58500.0,Working,Higher education,Married,Apartment,4,Approved,38,16.29,Young
5010172,F,N,Y,0,135000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,58,1.27,Adult
5068523,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,33,1.05,Young
5087756,F,N,N,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,41,6.78,Adult
5132845,F,N,Y,0,112500.0,State servant,Secondary Education,Married,Apartment,2,Approved,47,10.11,Adult
5116046,F,Y,Y,0,144000.0,Working,Secondary Education,Married,Apartment,2,Approved,36,5.62,Young
5091983,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,59,2.21,Adult
5062106,M,Y,Y,0,135000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,52,9.88,Adult
5052806,F,N,Y,0,81000.0,Working,Secondary Education,Single,Apartment,1,Approved,52,6.72,Adult
5022458,M,Y,Y,1,144000.0,Working,Secondary Education,Married,Apartment,3,Approved,23,2.93,Young
5114438,F,N,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,47,3.03,Adult
5112737,M,Y,Y,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,50,7.66,Adult
5024038,F,N,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,42,1.76,Adult
5139846,M,Y,Y,0,202500.0,Commercial associate,Secondary Education,Married,Rented,2,Approved,28,7.27,Young
5140019,F,Y,Y,1,180000.0,Commercial associate,Secondary Education,Single,Apartment,2,Approved,31,3.93,Young
5104868,F,N,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,33,10.96,Young
5062525,F,N,Y,1,112500.0,Working,Higher education,Married,Apartment,3,Approved,37,6.04,Young
5118118,M,N,N,1,270000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,37,14.84,Young
5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single,Apartment,1,Approved,38,10.08,Young
5023706,F,N,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,48,15.39,Adult
5046183,F,N,Y,2,115200.0,Commercial associate,Secondary Education,Married,Apartment,4,Approved,40,1.96,Adult
5145920,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,41,4.01,Adult
5069028,F,N,Y,0,157500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,45,3.72,Adult
5010498,M,Y,Y,1,202500.0,Working,Secondary Education,Married,Apartment,3,Approved,27,0.86,Young
5091564,F,Y,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,40,4.8,Adult
5149887,F,N,Y,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,43,15.96,Adult
5116801,M,N,Y,1,225000.0,Working,Secondary Education,Married,Apartment,3,Approved,44,4.59,Adult
5091639,M,Y,Y,0,202500.0,Working,Secondary Education,Single,Apartment,1,Approved,49,8.38,Adult
5022930,F,N,Y,0,270000.0,Working,Higher education,Married,Apartment,2,Approved,25,0.51,Young
5148732,F,N,Y,1,157500.0,Working,Secondary Education,Single,Apartment,2,Approved,36,1.71,Young
5026539,F,N,Y,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,43,3.78,Adult
5048478,M,Y,N,0,225000.0,Working,Secondary Education,Single,Apartment,1,Approved,25,0.84,Young
5052762,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single,Apartment,1,Approved,32,2.55,Young
5067767,F,N,Y,0,202500.0,State servant,Secondary Education,Single,Apartment,1,Approved,63,14.89,Senior
5056179,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,26,0.6,Young
5045537,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,4,Approved,29,4.21,Young
5053980,F,Y,N,0,108000.0,Working,Secondary Education,Married,With parents,2,Approved,33,8.75,Young
5092349,F,N,Y,0,225000.0,Working,Secondary Education,Widow,Apartment,1,Approved,52,5.63,Adult
5090383,F,Y,Y,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,42,3.28,Adult
5088687,M,N,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,51,4.03,Adult
5089117,F,Y,N,0,90000.0,Working,Higher education,Single,Apartment,1,Approved,43,15.01,Adult
5117497,M,N,Y,0,90000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,45,1.93,Adult
5126121,F,Y,N,0,72000.0,Working,Secondary Education,Married,Apartment,2,Approved,41,0.62,Adult
5125710,F,Y,Y,0,135000.0,Working,Lower secondary,Married,Apartment,2,Approved,44,1.7,Adult
5142733,M,N,N,1,360000.0,Working,Higher education,Married,Apartment,3,Approved,30,1.28,Young
5021214,M,Y,Y,1,225000.0,State servant,Higher education,Married,Apartment,3,Approved,34,6.17,Young
5044809,F,N,Y,0,135000.0,Working,Higher education,Single,Apartment,1,Approved,24,3.1,Young
5068712,F,Y,Y,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,36,14.63,Young
5146045,F,N,Y,0,360000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,50,6.68,Adult
5142529,M,N,Y,0,225000.0,State servant,Higher education,Married,Apartment,2,Approved,24,0.45,Young
5023089,F,N,N,0,202500.0,Working,Secondary Education,Single,Apartment,1,Approved,46,11.39,Adult
5105550,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,2,Approved,25,2.26,Young
5149799,F,N,Y,0,126000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,28,5.54,Young
5036219,F,N,Y,0,99000.0,Working,Secondary Education,Married,Apartment,2,Approved,42,2.44,Adult
5061246,F,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,25,4.79,Young
5135851,F,N,Y,1,180000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,44,16.63,Adult
5009663,M,N,N,0,225000.0,Working,Higher education,Single,Apartment,1,Approved,27,4.86,Young
5146002,M,Y,Y,0,225000.0,Working,Secondary Education,Single,Apartment,1,Approved,27,0.52,Young
5148748,F,Y,Y,1,135000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,31,1.88,Young
5024582,F,Y,Y,2,315000.0,State servant,Secondary Education,Married,Apartment,4,Approved,33,3.34,Young
5099948,F,Y,N,0,185400.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,40,8.84,Adult
5096415,F,N,N,0,76500.0,Working,Secondary Education,Married,Apartment,2,Approved,46,0.27,Adult
5096609,F,Y,N,1,225000.0,Working,Higher education,Married,Apartment,3,Approved,37,2.68,Young
5090027,F,N,Y,0,126000.0,Working,Higher education,Married,Apartment,2,Approved,27,1.26,Young
5125277,F,N,Y,1,90000.0,Working,Secondary Education,Married,Apartment,3,Approved,44,10.11,Adult
5067006,M,N,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,55,14.93,Adult
5054079,F,N,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,46,15.08,Adult
5025951,F,N,Y,0,130500.0,Working,Secondary Education,Married,Apartment,2,Approved,37,15.03,Young
5010995,F,N,Y,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,54,0.61,Adult
5117622,M,Y,N,2,112500.0,Working,Higher education,Married,Apartment,4,Approved,40,0.35,Adult
5125425,F,Y,Y,1,189000.0,Working,Lower secondary,Married,Apartment,3,Approved,44,2.37,Adult
5085865,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,49,14.21,Adult
5113180,M,Y,Y,0,135000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,48,1.68,Adult
5069466,F,Y,Y,0,166500.0,Working,Secondary Education,Married,Apartment,2,Approved,33,8.55,Young
5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,2,Approved,28,4.52,Young
5036474,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,43,7.32,Adult
5037202,F,Y,Y,1,112500.0,Working,Higher education,Married,Apartment,3,Approved,24,1.15,Young
5092020,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,36,2.13,Young
5142849,F,N,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,38,5.12,Young
5069141,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,2,Approved,42,1.13,Adult
5090464,F,N,N,0,126000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,45,15.77,Adult
5149296,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,39,5.12,Young
5023914,F,N,Y,2,184500.0,Working,Secondary Education,Married,Apartment,4,Approved,27,4.67,Young
5112736,M,Y,Y,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,50,7.66,Adult
5050619,M,Y,N,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,27,5.37,Young
5052606,M,N,Y,0,202500.0,Commercial associate,Secondary Education,Single,Rented,1,Approved,51,4.38,Adult
5021551,F,N,Y,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,57,4.33,Adult
5068807,M,Y,Y,1,112500.0,Working,Higher education,Married,Apartment,3,Approved,32,1.47,Young
5024666,F,N,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,39,12.51,Young
5089497,F,N,N,1,112500.0,Working,Secondary Education,Widow,Apartment,2,Approved,54,3.59,Adult
5045623,F,N,Y,1,270000.0,State servant,Secondary Education,Married,Apartment,3,Approved,39,6.88,Young
5091822,M,N,Y,0,270000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,40,16.13,Adult
5114227,M,Y,N,2,247500.0,Working,Secondary Education,Married,Apartment,4,Approved,50,15.53,Adult
5116621,F,Y,Y,1,157500.0,State servant,Secondary Education,Married,Apartment,3,Approved,37,9.25,Young
5041758,F,N,Y,0,157500.0,State servant,Higher education,Married,Apartment,2,Approved,41,10.0,Adult
5025936,F,N,Y,0,130500.0,Working,Secondary Education,Married,Apartment,2,Approved,37,15.03,Young
5033608,F,N,N,0,67500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,51,0.47,Adult
5146456,F,N,Y,0,135000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,42,4.93,Adult
5091369,M,Y,Y,0,247500.0,Working,Secondary Education,Married,Apartment,2,Approved,42,3.47,Adult
5091708,F,Y,Y,0,135000.0,Working,Higher education,Married,Apartment,2,Approved,33,10.8,Young
5088181,F,N,N,0,180000.0,Working,Secondary Education,Widow,Apartment,1,Approved,53,5.19,Adult
5093248,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,32,8.16,Young
5112738,M,Y,Y,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,50,7.66,Adult
5069007,M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,2,Approved,29,3.22,Young
5113801,F,N,Y,1,337500.0,Working,Secondary Education,Married,Apartment,3,Approved,35,9.11,Young
5054733,F,N,N,1,157500.0,Commercial associate,Higher education,Married,Apartment,3,Approved,30,4.33,Young
5105577,F,N,N,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,32,0.57,Young
5033714,M,N,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,37,8.3,Young
5062016,F,N,N,0,180000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,31,6.54,Young
5045798,F,Y,N,0,202500.0,Working,Higher education,Married,Apartment,2,Approved,25,0.38,Young
5066915,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,2,Approved,30,4.02,Young
5088853,F,Y,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,31,6.34,Young
5142752,F,N,N,0,81000.0,Working,Secondary Education,Single,Apartment,1,Approved,48,1.03,Adult
5143025,M,N,N,0,270000.0,Working,Secondary Education,Married,With parents,2,Approved,32,1.7,Young
5091549,F,N,Y,0,247500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,33,7.63,Young
5142248,F,N,Y,0,225000.0,State servant,Secondary Education,Married,Apartment,2,Approved,54,6.41,Adult
5068262,F,N,N,2,157500.0,State servant,Higher education,Married,Apartment,4,Approved,34,14.63,Young
5068843,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,62,11.55,Senior
5114166,M,Y,N,1,247500.0,Working,Higher education,Married,Apartment,3,Approved,25,0.53,Young
5105715,F,N,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,37,8.24,Young
5145964,F,N,N,2,130500.0,Working,Secondary Education,Married,Apartment,4,Approved,42,9.52,Adult
5089658,F,N,N,0,99000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,44,1.01,Adult
5068233,M,N,Y,1,112500.0,State servant,Secondary Education,Married,Apartment,3,Approved,38,0.64,Young
5113259,F,Y,Y,0,247500.0,Working,Secondary Education,Single,With parents,1,Approved,32,0.78,Young
5052622,M,Y,Y,1,180000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,43,5.46,Adult
5058408,M,Y,Y,0,247500.0,Working,Higher education,Married,Apartment,2,Approved,35,7.14,Young
5068324,F,N,Y,0,171000.0,Working,Higher education,Married,Apartment,2,Approved,50,10.55,Adult
5022156,F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,32,7.85,Young
5137365,M,Y,N,0,337500.0,Working,Secondary Education,Married,Apartment,2,Approved,39,2.8,Young
5068811,F,N,Y,0,315000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,39,6.63,Young
5068238,F,N,Y,0,247500.0,Working,Secondary Education,Married,Apartment,2,Approved,30,6.97,Young
5125510,M,N,Y,1,202500.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,40,0.28,Adult
5010202,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,2,Approved,27,5.11,Young
5143175,M,Y,N,0,225000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,47,7.2,Adult
5041739,M,N,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,34,1.0,Young
5048217,M,Y,Y,1,270000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,33,2.35,Young
5091382,F,Y,Y,2,216000.0,Working,Higher education,Married,Apartment,4,Approved,34,13.38,Young
5009918,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,34,1.19,Young
5091406,F,N,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,48,5.21,Adult
5023816,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,46,2.2,Adult
5054775,M,N,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,58,4.16,Adult
5062011,F,N,N,0,180000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,31,6.54,Young
5094926,F,Y,Y,0,135000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,33,4.01,Young
5125462,M,N,Y,1,112500.0,Working,Secondary Education,Married,Apartment,3,Approved,50,14.11,Adult
5114240,F,N,N,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,45,1.95,Adult
5068367,F,Y,Y,1,270000.0,Working,Secondary Education,Married,Apartment,3,Approved,38,8.89,Young
5051120,M,N,N,0,202500.0,State servant,Higher education,Married,Apartment,2,Approved,34,13.71,Young
5114348,M,Y,N,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,26,8.19,Young
5067506,M,N,Y,0,180000.0,Working,Lower secondary,Married,Apartment,2,Approved,35,6.0,Young
5118441,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,44,1.18,Adult
5054343,F,Y,N,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,56,2.91,Adult
5009000,M,Y,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,27,2.27,Young
5067299,M,N,Y,0,225000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,25,3.33,Young
5067729,F,N,Y,1,135000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,28,7.16,Young
5010795,F,N,N,0,45000.0,State servant,Secondary Education,Married,Apartment,2,Approved,38,14.6,Young
5116594,M,Y,N,0,157500.0,Working,Higher education,Married,Apartment,2,Approved,42,1.67,Adult
5068310,M,N,Y,1,198000.0,Commercial associate,Secondary Education,Single,Apartment,2,Approved,26,0.38,Young
5087880,F,N,N,0,234000.0,State servant,Higher education,Married,Apartment,2,Approved,60,14.28,Senior
5125172,F,Y,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,41,1.2,Adult
5118580,F,Y,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,35,4.77,Young
5045070,F,N,N,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,28,6.93,Young
5062334,F,N,N,0,94500.0,Working,Higher education,Married,Apartment,2,Approved,24,2.62,Young
5021968,F,N,N,1,103500.0,Working,Secondary Education,Married,Apartment,3,Approved,32,3.26,Young
5028858,M,Y,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,37,8.47,Young
5067182,F,N,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,31,2.25,Young
5112652,F,N,N,0,67500.0,Working,Secondary Education,Married,With parents,2,Approved,44,7.74,Adult
5105069,M,N,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,37,1.24,Young
5079127,M,N,Y,0,270000.0,Working,Higher education,Married,Apartment,2,Approved,32,6.19,Young
5088689,M,N,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,51,4.03,Adult
5132784,M,Y,Y,0,112500.0,Working,Secondary Education,Single,Apartment,1,Approved,24,0.53,Young
5048458,F,Y,Y,1,126000.0,Working,Higher education,Married,Apartment,3,Approved,25,0.43,Young
5065477,M,N,N,1,148500.0,Working,Secondary Education,Married,Apartment,3,Approved,37,0.3,Young
5024096,F,Y,N,0,126000.0,State servant,Secondary Education,Single,Apartment,1,Approved,32,14.25,Young
5028612,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single,With parents,1,Approved,29,5.89,Young
5089954,M,N,Y,1,126000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,34,5.76,Young
5125261,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,42,3.29,Adult
5100133,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,38,5.18,Young
5096856,M,Y,Y,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,49,9.52,Adult
5089719,F,N,N,0,144000.0,Working,Secondary Education,Married,Apartment,2,Approved,54,12.76,Adult
5033447,F,Y,N,0,112500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,29,1.8,Young
5090942,M,N,N,0,225000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,36,3.93,Young
5149946,F,N,Y,0,180000.0,Working,Higher education,Married,Apartment,2,Approved,60,1.88,Senior
5024049,F,Y,Y,1,144000.0,Working,Higher education,Married,Apartment,3,Approved,35,8.01,Young
5118268,M,Y,N,1,360000.0,State servant,Secondary Education,Married,Apartment,3,Approved,30,9.68,Young
5023655,F,N,N,0,225000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,28,3.31,Young
5115992,M,Y,Y,2,180000.0,Working,Higher education,Married,Apartment,4,Approved,36,6.78,Young
5118219,M,Y,N,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,41,1.77,Adult
5053790,F,Y,Y,0,225000.0,Working,Higher education,Married,Apartment,2,Approved,45,7.83,Adult
